21:27:06 INFO stage=11_run_judge | commit=c72b809 | logfile=11_run_judge_20260808T192706Z.log
21:27:06 INFO versions={"python": "3.11.15", "platform": "Windows-10-10.0.26200-SP0", "torch": "2.11.0+cu128", "transformers": "5.8.0", "datasets": "4.8.5", "sklearn": "1.8.0", "numpy": "2.4.4", "spectral_trust": "0.2.3@2149f55"}
21:27:06 INFO config={"seed": 42, "judge_models_pilot": ["Qwen/Qwen2.5-1.5B-Instruct", "Qwen/Qwen2.5-3B-Instruct", "Qwen/Qwen2.5-7B-Instruct"], "judge_models": ["Qwen/Qwen2.5-7B-Instruct", "meta-llama/Llama-3.1-8B-Instruct", "microsoft/phi-4", "google/gemma-2-27b-it", "mistralai/Mistral-Nemo-Instruct-2407"], "judge_models_large": ["Qwen/Qwen2.5-32B-Instruct", "meta-llama/Llama-3.3-70B-Instruct"], "no_cpu_offload": ["google/gemma-2-27b-it"], "distractor_panel": null, "datasets": ["mmlu", "mmlu_pro", "judgebench", "llmbar", "rewardbench2"], "n_questions": {"mmlu": 2000, "mmlu_pro": 2000, "judgebench": null, "llmbar": null, "rewardbench2": 1000}, "model_dtype": "bfloat16", "ntrain": 0, "use_chat_template": false, "max_prompt_tokens": 4096, "spectral_max_len": 4096, "spectral_normalization": "sym", "spectral_calc_velocity": true, "spectral_task_subgraph": true, "hfer_cutoff_ratio": 0.1, "eigen_solver": "dense", "activation_layers": [0.5, 1.0], "n_splits": 5, "n_bootstrap": 2000, "activation_probe": "full", "activation_pca_dims": 24}
21:27:06 INFO === dataset mmlu: 800 items (bank mode=logprob), resume=1611 rows ===
21:27:06 INFO Qwen2.5-1.5B-Instruct: already complete
21:27:06 INFO Qwen2.5-3B-Instruct: already complete
21:27:06 INFO Qwen2.5-7B-Instruct: 789 items to judge
21:27:53 INFO   [probe] 1.73 s/item over 3 items -> ~0.4 h for 789 items (mode=cpu_offload). Rate is not stationary; this is a threshold test, not an ETA.
21:28:13 INFO   [25/789] done
21:28:32 INFO   [50/789] done
21:28:52 INFO   [75/789] done
21:29:06 INFO   [100/789] done
21:29:20 INFO   [125/789] done
21:29:35 INFO   [150/789] done
21:29:51 INFO   [175/789] done
21:30:06 INFO   [200/789] done
21:30:20 INFO   [225/789] done
21:30:34 INFO   [250/789] done
21:30:49 INFO   [275/789] done
21:31:05 INFO   [300/789] done
21:31:20 INFO   [325/789] done
21:31:36 INFO   [350/789] done
21:31:52 INFO   [375/789] done
21:32:08 INFO   [400/789] done
21:32:24 INFO   [425/789] done
21:32:44 INFO   [450/789] done
21:33:03 INFO   [475/789] done
21:33:22 INFO   [500/789] done
21:33:41 INFO   [525/789] done
21:33:59 INFO   [550/789] done
21:34:19 INFO   [575/789] done
21:34:37 INFO   [600/789] done
21:34:55 INFO   [625/789] done
21:35:14 INFO   [650/789] done
21:35:32 INFO   [675/789] done
21:35:47 INFO   [700/789] done
21:36:03 INFO   [725/789] done
21:36:19 INFO   [750/789] done
21:36:34 INFO   [775/789] done
21:36:44 INFO Qwen2.5-7B-Instruct: unloaded, 14.6 GB VRAM free
21:36:44 INFO === dataset mmlu_pro: 4000 items (bank mode=synthetic), resume=0 rows ===
21:36:44 WARNING mmlu_pro: bank uses SYNTHETIC distractors — fine for a pilot, rebuild from solver logprobs for the paper.
21:36:44 INFO Qwen2.5-1.5B-Instruct: 800 items to judge
21:36:53 INFO   [25/800] done
21:36:55 INFO   [50/800] done
21:36:56 INFO   [75/800] done
21:36:57 INFO   [100/800] done
21:36:59 INFO   [125/800] done
21:37:00 INFO   [150/800] done
21:37:01 INFO   [175/800] done
21:37:03 INFO   [200/800] done
21:37:04 INFO   [225/800] done
21:37:06 INFO   [250/800] done
21:37:07 INFO   [275/800] done
21:37:09 INFO   [300/800] done
21:37:10 INFO   [325/800] done
21:37:12 INFO   [350/800] done
21:37:13 INFO   [375/800] done
21:37:14 INFO   [400/800] done
21:37:16 INFO   [425/800] done
21:37:17 INFO   [450/800] done
21:37:19 INFO   [475/800] done
21:37:20 INFO   [500/800] done
21:37:21 INFO   [525/800] done
21:37:23 INFO   [550/800] done
21:37:24 INFO   [575/800] done
21:37:26 INFO   [600/800] done
21:37:27 INFO   [625/800] done
21:37:28 INFO   [650/800] done
21:37:30 INFO   [675/800] done
21:37:31 INFO   [700/800] done
21:37:33 INFO   [725/800] done
21:37:34 INFO   [750/800] done
21:37:36 INFO   [775/800] done
21:37:37 INFO   [800/800] done
21:37:38 INFO Qwen2.5-1.5B-Instruct: unloaded, 14.6 GB VRAM free
21:37:38 INFO Qwen2.5-3B-Instruct: 800 items to judge
21:37:50 INFO   [25/800] done
21:37:52 INFO   [50/800] done
21:37:53 INFO   [75/800] done
21:37:55 INFO   [100/800] done
21:37:57 INFO   [125/800] done
21:37:59 INFO   [150/800] done
21:38:00 INFO   [175/800] done
21:38:02 INFO   [200/800] done
21:38:04 INFO   [225/800] done
21:38:06 INFO   [250/800] done
21:38:08 INFO   [275/800] done
21:38:10 INFO   [300/800] done
21:38:12 INFO   [325/800] done
21:38:13 INFO   [350/800] done
21:38:15 INFO   [375/800] done
21:38:17 INFO   [400/800] done
21:38:19 INFO   [425/800] done
21:38:21 INFO   [450/800] done
21:38:24 INFO   [475/800] done
21:38:26 INFO   [500/800] done
21:38:28 INFO   [525/800] done
21:38:30 INFO   [550/800] done
21:38:32 INFO   [575/800] done
21:38:34 INFO   [600/800] done
21:38:36 INFO   [625/800] done
21:38:39 INFO   [650/800] done
21:38:41 INFO   [675/800] done
21:38:43 INFO   [700/800] done
